,id,Name,Sequence ID,Province name,Class_label,Start time,End time,Duration,Temporal context start,Temporal context end,Actual temporal context duration,Week6_Covid,Week5_Covid,Week4_Covid,Week3_Covid,Week2_Covid,Week1_Covid,Week6_Mobility,Week5_Mobility,Week4_Mobility,Week3_Mobility,Week2_Mobility,Week1_Mobility,Week5_Covid_encoded,Week3_Covid_encoded,Covid_trend,Days_passed
345,27_c3_3_21/12/2020_10/01/2021,,27,Lugo,c3,21/12/2020,10/1/2021,21,9/11/2020,21/12/2020,42,c3,c3,c3,c3,c2,c2,m3,m3,m3,m3,m3,m3,3,3,S,308.0
346,27_c3_3_01/02/2021_21/02/2021,,27,Lugo,c3,1/2/2021,21/02/2021,21,21/12/2020,1/2/2021,42,c3,c3,c3,c4,c4,c4,m3,m2,m3,m3,m3,m3,3,4,I,350.0
347,27_c4_3_11/01/2021_31/01/2021,,27,Lugo,c4,11/1/2021,31/01/2021,21,30/11/2020,11/1/2021,42,c3,c2,c2,c3,c3,c3,m3,m3,m3,m3,m2,m3,2,3,I,329.0
349,28_c1_4_15/06/2020_12/07/2020,,28,Madrid,c1,15/06/2020,12/7/2020,28,4/5/2020,15/06/2020,42,c2,c2,c2,c2,c2,c2,m1,m1,m1,m1,m2,m2,2,2,S,119.0
350,28_c2_8_20/04/2020_14/06/2020,,28,Madrid,c2,20/04/2020,14/06/2020,56,9/3/2020,20/04/2020,42,c4,c4,c4,c3,c3,c3,m4,m1,m1,m1,m1,m1,4,3,D,63.0
351,28_c2_2_13/07/2020_26/07/2020,,28,Madrid,c2,13/07/2020,26/07/2020,14,1/6/2020,13/07/2020,42,c2,c2,c1,c1,c1,c1,m2,m2,m2,m2,m2,m2,2,1,D,147.0
353,28_c3_3_30/03/2020_19/04/2020,,28,Madrid,c3,30/03/2020,19/04/2020,21,17/02/2020,30/03/2020,42,c1,c1,c3,c4,c4,c4,m4,m4,m4,m4,m1,m1,1,4,I,42.0
354,28_c3_2_27/07/2020_09/08/2020,,28,Madrid,c3,27/07/2020,9/8/2020,14,15/06/2020,27/07/2020,42,c1,c1,c1,c1,c2,c2,m2,m2,m2,m2,m2,m2,1,1,S,161.0
355,28_c3_5_09/11/2020_13/12/2020,,28,Madrid,c3,9/11/2020,13/12/2020,35,28/09/2020,9/11/2020,42,c4,c4,c4,c4,c4,c4,m2,m2,m2,m2,m2,m2,4,4,S,266.0
356,28_c3_7_15/02/2021_04/04/2021,,28,Madrid,c3,15/02/2021,4/4/2021,49,4/1/2021,15/02/2021,42,c4,c4,c4,c4,c4,c4,m1,m1,m2,m2,m2,m2,4,4,S,364.0
357,28_c3_1_03/05/2021..09/05/2021,,28,Madrid,c3,3/5/2021,9/5/2021,7,22/03/2021,3/5/2021,42,c3,c3,c4,c4,c4,c4,m2,m2,m2,m2,m2,m3,3,4,I,441.0
359,28_c4_13_10/08/2020_08/11/2020,,28,Madrid,c4,10/8/2020,8/11/2020,91,29/06/2020,10/8/2020,42,c1,c1,c2,c2,c3,c3,m2,m2,m2,m2,m2,m1,1,2,I,175.0
360,28_c4_9_14/12/2020_14/02/2021,,28,Madrid,c4,14/12/2020,14/02/2021,63,2/11/2020,14/12/2020,42,c4,c3,c3,c3,c3,c3,m2,m2,m3,m3,m2,m2,3,3,S,301.0
361,28_c4_4_05/04/2021_02/05/2021,,28,Madrid,c4,5/4/2021,2/5/2021,28,22/02/2021,5/4/2021,42,c3,c3,c3,c3,c3,c3,m2,m2,m3,m2,m2,m2,3,3,S,413.0
363,29_c1_16_06/04/2020_26/07/2020,,29,M laga,c1,6/4/2020,26/07/2020,112,24/02/2020,6/4/2020,42,c1,c1,c2,c2,c2,c2,m4,m4,m4,m1,m1,m1,1,2,I,49.0
365,29_c2_2_27/07/2020_09/08/2020,,29,M laga,c2,27/07/2020,9/8/2020,14,15/06/2020,27/07/2020,42,c1,c1,c1,c1,c1,c1,m3,m4,m4,m4,m4,m4,1,1,S,161.0
366,29_c3_12_10/08/2020_01/11/2020,,29,M laga,c3,10/8/2020,1/11/2020,84,29/06/2020,10/8/2020,42,c1,c1,c1,c1,c2,c2,m4,m4,m4,m4,m4,m4,1,1,S,175.0
367,29_c3_7_16/11/2020_03/01/2021,,29,M laga,c3,16/11/2020,3/1/2021,49,5/10/2020,16/11/2020,42,c3,c3,c3,c3,c4,c4,m4,m3,m3,m4,m3,m3,3,3,S,273.0
368,29_c3_13_08/02/2021_09/05/2021,,29,M laga,c3,8/2/2021,9/5/2021,91,28/12/2020,8/2/2021,42,c3,c4,c4,c4,c4,c4,m2,m2,m3,m3,m3,m3,4,4,S,357.0
369,29_c4_2_02/11/2020_15/11/2020,,29,M laga,c4,2/11/2020,15/11/2020,14,21/09/2020,2/11/2020,42,c3,c3,c3,c3,c3,c3,m4,m4,m4,m3,m3,m4,3,3,S,259.0
370,29_c4_5_04/01/2021_07/02/2021,,29,M laga,c4,4/1/2021,7/2/2021,35,23/11/2020,4/1/2021,42,c3,c3,c3,c3,c3,c3,m3,m3,m2,m4,m3,m2,3,3,S,322.0
372,30_c1_16_30/03/2020_19/07/2020,,30,Murcia,c1,30/03/2020,19/07/2020,112,17/02/2020,30/03/2020,42,c1,c1,c1,c2,c2,c2,m4,m4,m4,m4,m1,m1,1,2,I,42.0
374,30_c2_3_20/07/2020_09/08/2020,,30,Murcia,c2,20/07/2020,9/8/2020,21,8/6/2020,20/07/2020,42,c1,c1,c1,c1,c1,c1,m3,m3,m3,m3,m3,m3,1,1,S,154.0
375,30_c2_11_22/02/2021_09/05/2021,,30,Murcia,c2,22/02/2021,9/5/2021,77,11/1/2021,22/02/2021,42,c4,c4,c4,c4,c3,c3,m2,m2,m2,m2,m3,m3,4,4,S,371.0
376,30_c3_4_10/08/2020_06/09/2020,,30,Murcia,c3,10/8/2020,6/9/2020,28,29/06/2020,10/8/2020,42,c1,c1,c1,c2,c2,c2,m3,m3,m3,m3,m3,m3,1,2,I,175.0
377,30_c3_6_16/11/2020_27/12/2020,,30,Murcia,c3,16/11/2020,27/12/2020,42,5/10/2020,16/11/2020,42,c4,c4,c4,c4,c4,c4,m3,m3,m3,m3,m3,m3,4,4,S,273.0
378,30_c3_2_08/02/2021_21/02/2021,,30,Murcia,c3,8/2/2021,21/02/2021,14,28/12/2020,8/2/2021,42,c4,c4,c4,c4,c4,c4,m2,m2,m2,m2,m2,m2,4,4,S,357.0
379,30_c4_10_07/09/2020_15/11/2020,,30,Murcia,c4,7/9/2020,15/11/2020,70,27/07/2020,7/9/2020,42,c2,c2,c3,c3,c3,c3,m3,m3,m2,m2,m2,m3,2,3,I,203.0
380,30_c4_6_28/12/2020_07/02/2021,,30,Murcia,c4,28/12/2020,7/2/2021,42,16/11/2020,28/12/2020,42,c3,c3,c3,c3,c3,c3,m3,m3,m3,m2,m3,m3,3,3,S,315.0
382,31_c1_9_04/05/2020_05/07/2020,,31,Navarra,c1,4/5/2020,5/7/2020,63,23/03/2020,4/5/2020,42,c3,c3,c3,c2,c2,c2,m1,m1,m1,m1,m1,m1,3,2,D,77.0
384,31_c2_3_13/04/2020_03/05/2020,,31,Navarra,c2,13/04/2020,3/5/2020,21,2/3/2020,13/04/2020,42,c2,c3,c3,c3,c3,c3,m4,m4,m1,m1,m1,m1,3,3,S,56.0
385,31_c2_1_06/07/2020..12/07/2020,,31,Navarra,c2,6/7/2020,12/7/2020,7,25/05/2020,6/7/2020,42,c1,c1,c1,c1,c1,c1,m3,m3,m3,m3,m3,m3,1,1,S,140.0
387,31_c3_7_13/07/2020_30/08/2020,,31,Navarra,c3,13/07/2020,30/08/2020,49,1/6/2020,13/07/2020,42,c1,c1,c1,c1,c1,c2,m3,m3,m3,m3,m3,m2,1,1,S,147.0
388,31_c3_8_16/11/2020_10/01/2021,,31,Navarra,c3,16/11/2020,10/1/2021,56,5/10/2020,16/11/2020,42,c4,c4,c4,c4,c4,c4,m3,m3,m3,m3,m3,m3,4,4,S,273.0
389,31_c3_7_01/02/2021_21/03/2021,,31,Navarra,c3,1/2/2021,21/03/2021,49,21/12/2020,1/2/2021,42,c3,c3,c3,c4,c4,c4,m2,m2,m2,m3,m3,m3,3,4,I,350.0
390,31_c3_2_26/04/2021_09/05/2021,,31,Navarra,c3,26/04/2021,9/5/2021,14,15/03/2021,26/04/2021,42,c3,c4,c4,c4,c4,c4,m3,m3,m3,m2,m3,m3,4,4,S,434.0
391,31_c4_11_31/08/2020_15/11/2020,,31,Navarra,c4,31/08/2020,15/11/2020,77,20/07/2020,31/08/2020,42,c3,c3,c3,c3,c3,c3,m2,m2,m2,m2,m2,m3,3,3,S,196.0
392,31_c4_3_11/01/2021_31/01/2021,,31,Navarra,c4,11/1/2021,31/01/2021,21,30/11/2020,11/1/2021,42,c3,c3,c3,c3,c3,c3,m2,m2,m3,m2,m2,m2,3,3,S,329.0
393,31_c4_5_22/03/2021_25/04/2021,,31,Navarra,c4,22/03/2021,25/04/2021,35,8/2/2021,22/03/2021,42,c3,c3,c3,c3,c3,c3,m3,m3,m3,m3,m3,m3,3,3,S,399.0
395,32_c1_15_27/04/2020_09/08/2020,,32,Ourense,c1,27/04/2020,9/8/2020,105,16/03/2020,27/04/2020,42,c3,c3,c3,c3,c2,c2,m1,m1,m1,m1,m1,m1,3,3,S,70.0
396,32_c2_2_13/04/2020_26/04/2020,,32,Ourense,c2,13/04/2020,26/04/2020,14,2/3/2020,13/04/2020,42,c1,c3,c3,c3,c3,c3,m4,m4,m1,m1,m1,m1,3,3,S,56.0
397,32_c2_2_10/08/2020_23/08/2020,,32,Ourense,c2,10/8/2020,23/08/2020,14,29/06/2020,10/8/2020,42,c1,c1,c1,c1,c1,c1,m4,m4,m4,m4,m4,m4,1,1,S,175.0
398,32_c2_12_15/02/2021_09/05/2021,,32,Ourense,c2,15/02/2021,9/5/2021,84,4/1/2021,15/02/2021,42,c4,c4,c4,c4,c3,c3,m3,m3,m3,m3,m3,m3,4,4,S,364.0
400,32_c3_19_24/08/2020_03/01/2021,,32,Ourense,c3,24/08/2020,3/1/2021,133,13/07/2020,24/08/2020,42,c1,c1,c1,c1,c2,c2,m4,m4,m4,m4,m4,m4,1,1,S,189.0
401,32_c3_2_01/02/2021_14/02/2021,,32,Ourense,c3,1/2/2021,14/02/2021,14,21/12/2020,1/2/2021,42,c3,c3,c4,c4,c4,c4,m3,m3,m3,m3,m3,m3,3,4,I,350.0
402,32_c4_4_04/01/2021_31/01/2021,,32,Ourense,c4,4/1/2021,31/01/2021,28,23/11/2020,4/1/2021,42,c3,c3,c3,c3,c3,c3,m3,m3,m3,m4,m3,m3,3,3,S,322.0
404,33_c1_15_20/04/2020_02/08/2020,,33,Asturias,c1,20/04/2020,2/8/2020,105,9/3/2020,20/04/2020,42,c2,c2,c2,c2,c2,c2,m4,m1,m1,m1,m1,m1,2,2,S,63.0
406,33_c2_6_03/08/2020_13/09/2020,,33,Asturias,c2,3/8/2020,13/09/2020,42,22/06/2020,3/8/2020,42,c1,c1,c1,c1,c1,c1,m3,m4,m4,m4,m4,m4,1,1,S,168.0
407,33_c2_2_26/04/2021_09/05/2021,,33,Asturias,c2,26/04/2021,9/5/2021,14,15/03/2021,26/04/2021,42,c3,c3,c3,c3,c3,c3,m3,m3,m3,m3,m4,m4,3,3,S,434.0
408,33_c3_5_14/09/2020_18/10/2020,,33,Asturias,c3,14/09/2020,18/10/2020,35,3/8/2020,14/09/2020,42,c2,c2,c2,c2,c2,c2,m4,m4,m4,m4,m4,m3,2,2,S,210.0
409,33_c3_7_23/11/2020_10/01/2021,,33,Asturias,c3,23/11/2020,10/1/2021,49,12/10/2020,23/11/2020,42,c3,c4,c4,c4,c4,c4,m3,m3,m3,m3,m3,m3,4,4,S,280.0
410,33_c3_11_08/02/2021_25/04/2021,,33,Asturias,c3,8/2/2021,25/04/2021,77,28/12/2020,8/2/2021,42,c3,c3,c4,c4,c4,c4,m2,m3,m3,m3,m3,m3,3,4,I,357.0
411,33_c4_5_19/10/2020_22/11/2020,,33,Asturias,c4,19/10/2020,22/11/2020,35,7/9/2020,19/10/2020,42,c2,c3,c3,c3,c3,c3,m3,m3,m3,m3,m3,m3,3,3,S,245.0
412,33_c4_4_11/01/2021_07/02/2021,,33,Asturias,c4,11/1/2021,7/2/2021,28,30/11/2020,11/1/2021,42,c3,c3,c3,c3,c3,c3,m3,m2,m3,m3,m2,m3,3,3,S,329.0
414,34_c1_13_27/04/2020_26/07/2020,,34,Palencia,c1,27/04/2020,26/07/2020,91,16/03/2020,27/04/2020,42,c3,c3,c3,c2,c2,c2,m1,m1,m1,m1,m1,m1,3,2,D,70.0
416,34_c2_3_06/04/2020_26/04/2020,,34,Palencia,c2,6/4/2020,26/04/2020,21,24/02/2020,6/4/2020,42,c1,c2,c2,c3,c3,c3,m4,m4,m4,m1,m1,m1,2,3,I,49.0
417,34_c2_3_27/07/2020_16/08/2020,,34,Palencia,c2,27/07/2020,16/08/2020,21,15/06/2020,27/07/2020,42,c1,c1,c1,c1,c1,c1,m3,m3,m4,m3,m4,m4,1,1,S,161.0
419,34_c3_6_17/08/2020_27/09/2020,,34,Palencia,c3,17/08/2020,27/09/2020,42,6/7/2020,17/08/2020,42,c1,c1,c1,c2,c2,c2,m3,m4,m4,m4,m3,m3,1,2,I,182.0
420,34_c3_4_30/11/2020_27/12/2020,,34,Palencia,c3,30/11/2020,27/12/2020,28,19/10/2020,30/11/2020,42,c4,c4,c4,c4,c4,c4,m3,m3,m3,m3,m3,m3,4,4,S,287.0
421,34_c3_12_15/02/2021_09/05/2021,,34,Palencia,c3,15/02/2021,9/5/2021,84,4/1/2021,15/02/2021,42,c4,c4,c4,c4,c4,c4,m2,m2,m2,m2,m2,m3,4,4,S,364.0
422,34_c4_9_28/09/2020_29/11/2020,,34,Palencia,c4,28/09/2020,29/11/2020,63,17/08/2020,28/09/2020,42,c3,c3,c3,c3,c3,c3,m3,m3,m3,m3,m4,m3,3,3,S,224.0
423,34_c4_7_28/12/2020_14/02/2021,,34,Palencia,c4,28/12/2020,14/02/2021,49,16/11/2020,28/12/2020,42,c4,c4,c3,c3,c3,c3,m3,m3,m3,m2,m3,m3,4,3,D,315.0
433,36_c1_18_13/04/2020_16/08/2020,,36,Pontevedra,c1,13/04/2020,16/08/2020,126,2/3/2020,13/04/2020,42,c1,c2,c3,c3,c2,c2,m4,m4,m1,m1,m1,m1,2,3,I,56.0
435,36_c2_2_30/03/2020_12/04/2020,,36,Pontevedra,c2,30/03/2020,12/4/2020,14,17/02/2020,30/03/2020,42,c1,c1,c1,c2,c3,c3,m4,m4,m4,m4,m1,m1,1,2,I,42.0
436,36_c2_3_17/08/2020_06/09/2020,,36,Pontevedra,c2,17/08/2020,6/9/2020,21,6/7/2020,17/08/2020,42,c1,c1,c1,c1,c1,c1,m4,m4,m4,m4,m4,m4,1,1,S,182.0
437,36_c2_2_21/09/2020_04/10/2020,,36,Pontevedra,c2,21/09/2020,4/10/2020,14,10/8/2020,21/09/2020,42,c1,c2,c2,c2,c3,c3,m4,m4,m4,m4,m4,m4,2,2,S,217.0
438,36_c2_5_01/03/2021_04/04/2021,,36,Pontevedra,c2,1/3/2021,4/4/2021,35,18/01/2021,1/3/2021,42,c4,c4,c4,c3,c3,c3,m3,m3,m3,m3,m2,m3,4,3,D,378.0
440,36_c3_2_07/09/2020_20/09/2020,,36,Pontevedra,c3,7/9/2020,20/09/2020,14,27/07/2020,7/9/2020,42,c1,c1,c1,c2,c2,c2,m4,m4,m4,m4,m4,m4,1,2,I,203.0
441,36_c3_14_05/10/2020_10/01/2021,,36,Pontevedra,c3,5/10/2020,10/1/2021,98,24/08/2020,5/10/2020,42,c2,c2,c3,c3,c2,c2,m4,m4,m4,m4,m4,m3,2,3,I,231.0
442,36_c3_3_08/02/2021_28/02/2021,,36,Pontevedra,c3,8/2/2021,28/02/2021,21,28/12/2020,8/2/2021,42,c3,c3,c4,c4,c4,c4,m2,m3,m3,m3,m3,m3,3,4,I,357.0
443,36_c3_5_05/04/2021_09/05/2021,,36,Pontevedra,c3,5/4/2021,9/5/2021,35,22/02/2021,5/4/2021,42,c3,c2,c2,c2,c2,c2,m3,m3,m3,m3,m3,m2,2,2,S,413.0
444,36_c4_4_11/01/2021_07/02/2021,,36,Pontevedra,c4,11/1/2021,7/2/2021,28,30/11/2020,11/1/2021,42,c3,c3,c3,c3,c3,c3,m3,m3,m3,m3,m2,m3,3,3,S,329.0
446,37_c1_13_04/05/2020_02/08/2020,,37,Salamanca,c1,4/5/2020,2/8/2020,91,23/03/2020,4/5/2020,42,c4,c3,c3,c3,c2,c2,m1,m1,m1,m1,m1,m1,3,3,S,77.0
447,37_c2_2_20/04/2020_03/05/2020,,37,Salamanca,c2,20/04/2020,3/5/2020,14,9/3/2020,20/04/2020,42,c3,c4,c4,c3,c3,c3,m4,m1,m1,m1,m1,m1,4,3,D,63.0
448,37_c2_1_03/08/2020..09/08/2020,,37,Salamanca,c2,3/8/2020,9/8/2020,7,22/06/2020,3/8/2020,42,c1,c1,c1,c1,c1,c1,m3,m3,m3,m3,m3,m3,1,1,S,168.0
449,37_c2_4_01/03/2021_28/03/2021,,37,Salamanca,c2,1/3/2021,28/03/2021,28,18/01/2021,1/3/2021,42,c4,c4,c4,c3,c3,c3,m2,m2,m2,m2,m2,m3,4,3,D,378.0
450,37_c2_1_03/05/2021..09/05/2021,,37,Salamanca,c2,3/5/2021,9/5/2021,7,22/03/2021,3/5/2021,42,c2,c3,c3,c3,c3,c3,m3,m2,m3,m3,m3,m3,3,3,S,441.0
452,37_c3_3_30/03/2020_19/04/2020,,37,Salamanca,c3,30/03/2020,19/04/2020,21,17/02/2020,30/03/2020,42,c1,c1,c1,c3,c4,c4,m4,m4,m4,m4,m1,m1,1,3,I,42.0
453,37_c3_5_10/08/2020_13/09/2020,,37,Salamanca,c3,10/8/2020,13/09/2020,35,29/06/2020,10/8/2020,42,c1,c1,c1,c1,c1,c2,m3,m3,m3,m3,m3,m3,1,1,S,175.0
454,37_c3_7_16/11/2020_03/01/2021,,37,Salamanca,c3,16/11/2020,3/1/2021,49,5/10/2020,16/11/2020,42,c4,c4,c4,c4,c4,c4,m3,m3,m3,m3,m3,m3,4,4,S,273.0
455,37_c3_3_08/02/2021_28/02/2021,,37,Salamanca,c3,8/2/2021,28/02/2021,21,28/12/2020,8/2/2021,42,c3,c4,c4,c4,c4,c4,m2,m2,m2,m2,m2,m2,4,4,S,357.0
456,37_c3_5_29/03/2021_02/05/2021,,37,Salamanca,c3,29/03/2021,2/5/2021,35,15/02/2021,29/03/2021,42,c3,c3,c2,c2,c2,c2,m2,m3,m3,m3,m3,m3,3,2,D,406.0
458,37_c4_9_14/09/2020_15/11/2020,,37,Salamanca,c4,14/09/2020,15/11/2020,63,3/8/2020,14/09/2020,42,c2,c3,c3,c3,c3,c3,m3,m3,m2,m2,m3,m3,3,3,S,210.0
459,37_c4_5_04/01/2021_07/02/2021,,37,Salamanca,c4,4/1/2021,7/2/2021,35,23/11/2020,4/1/2021,42,c3,c3,c3,c3,c3,c3,m3,m3,m2,m3,m2,m2,3,3,S,322.0
469,39_c1_14_27/04/2020_02/08/2020,,39,Cantabria,c1,27/04/2020,2/8/2020,98,16/03/2020,27/04/2020,42,c3,c3,c2,c2,c2,c2,m1,m1,m1,m1,m1,m1,3,2,D,70.0
470,39_c2_4_30/03/2020_26/04/2020,,39,Cantabria,c2,30/03/2020,26/04/2020,28,17/02/2020,30/03/2020,42,c1,c1,c1,c1,c3,c3,m4,m4,m4,m4,m1,m1,1,1,S,42.0
471,39_c2_1_03/08/2020..09/08/2020,,39,Cantabria,c2,3/8/2020,9/8/2020,7,22/06/2020,3/8/2020,42,c1,c1,c1,c1,c1,c1,m4,m4,m4,m4,m4,m4,1,1,S,168.0
472,39_c2_2_01/03/2021_14/03/2021,,39,Cantabria,c2,1/3/2021,14/03/2021,14,18/01/2021,1/3/2021,42,c4,c3,c3,c3,c3,c3,m3,m3,m3,m3,m3,m3,3,3,S,378.0
474,39_c3_10_10/08/2020_18/10/2020,,39,Cantabria,c3,10/8/2020,18/10/2020,70,29/06/2020,10/8/2020,42,c1,c1,c1,c1,c1,c2,m4,m4,m4,m4,m4,m4,1,1,S,175.0
475,39_c3_8_16/11/2020_10/01/2021,,39,Cantabria,c3,16/11/2020,10/1/2021,56,5/10/2020,16/11/2020,42,c3,c3,c4,c4,c4,c4,m4,m3,m4,m4,m3,m3,3,4,I,273.0
476,39_c3_5_25/01/2021_28/02/2021,,39,Cantabria,c3,25/01/2021,28/02/2021,35,14/12/2020,25/01/2021,42,c3,c3,c3,c3,c4,c4,m3,m3,m2,m2,m3,m3,3,3,S,343.0
477,39_c3_8_15/03/2021_09/05/2021,,39,Cantabria,c3,15/03/2021,9/5/2021,56,1/2/2021,15/03/2021,42,c3,c3,c3,c3,c2,c2,m3,m3,m3,m3,m3,m3,3,3,S,392.0
478,39_c4_4_19/10/2020_15/11/2020,,39,Cantabria,c4,19/10/2020,15/11/2020,28,7/9/2020,19/10/2020,42,c3,c3,c3,c3,c3,c3,m4,m4,m4,m4,m4,m3,3,3,S,245.0
479,39_c4_2_11/01/2021_24/01/2021,,39,Cantabria,c4,11/1/2021,24/01/2021,14,30/11/2020,11/1/2021,42,c3,c3,c3,c3,c3,c3,m3,m2,m3,m3,m2,m2,3,3,S,329.0
481,40_c1_8_27/04/2020_21/06/2020,,40,Segovia,c1,27/04/2020,21/06/2020,56,16/03/2020,27/04/2020,42,c4,c4,c4,c3,c3,c2,m1,m1,m1,m1,m1,m1,4,3,D,70.0
482,40_c1_3_06/07/2020_26/07/2020,,40,Segovia,c1,6/7/2020,26/07/2020,21,25/05/2020,6/7/2020,42,c1,c1,c1,c1,c2,c2,m3,m3,m3,m3,m4,m3,1,1,S,140.0
484,40_c2_1_20/04/2020..26/04/2020,,40,Segovia,c2,20/04/2020,26/04/2020,7,9/3/2020,20/04/2020,42,c4,c4,c4,c4,c3,c3,m4,m1,m1,m1,m1,m1,4,4,S,63.0
485,40_c2_2_22/06/2020_05/07/2020,,40,Segovia,c2,22/06/2020,5/7/2020,14,11/5/2020,22/06/2020,42,c1,c1,c1,c1,c1,c1,m2,m2,m3,m3,m3,m3,1,1,S,126.0
486,40_c2_2_27/07/2020_09/08/2020,,40,Segovia,c2,27/07/2020,9/8/2020,14,15/06/2020,27/07/2020,42,c1,c2,c2,c1,c1,c1,m3,m4,m3,m3,m3,m3,2,1,D,161.0
487,40_c3_2_06/04/2020_19/04/2020,,40,Segovia,c3,6/4/2020,19/04/2020,14,24/02/2020,6/4/2020,42,c1,c2,c4,c4,c4,c4,m4,m4,m4,m1,m1,m1,2,4,I,49.0
488,40_c3_8_10/08/2020_04/10/2020,,40,Segovia,c3,10/8/2020,4/10/2020,56,29/06/2020,10/8/2020,42,c2,c1,c1,c1,c2,c2,m3,m3,m3,m3,m3,m3,1,1,S,175.0
489,40_c3_6_16/11/2020_27/12/2020,,40,Segovia,c3,16/11/2020,27/12/2020,42,5/10/2020,16/11/2020,42,c4,c4,c4,c4,c4,c4,m2,m2,m2,m2,m2,m2,4,4,S,273.0
490,40_c3_12_15/02/2021_09/05/2021,,40,Segovia,c3,15/02/2021,9/5/2021,84,4/1/2021,15/02/2021,42,c4,c4,c4,c4,c4,c4,m1,m1,m1,m1,m1,m1,4,4,S,364.0
492,40_c4_6_05/10/2020_15/11/2020,,40,Segovia,c4,5/10/2020,15/11/2020,42,24/08/2020,5/10/2020,42,c3,c3,c3,c3,c3,c3,m3,m3,m3,m3,m3,m2,3,3,S,231.0
493,40_c4_7_28/12/2020_14/02/2021,,40,Segovia,c4,28/12/2020,14/02/2021,49,16/11/2020,28/12/2020,42,c3,c3,c3,c3,c3,c3,m2,m2,m2,m1,m1,m1,3,3,S,315.0
495,41_c1_17_06/04/2020_02/08/2020,,41,Sevilla,c1,6/4/2020,2/8/2020,119,24/02/2020,6/4/2020,42,c1,c1,c2,c2,c2,c2,m4,m4,m4,m1,m1,m1,1,2,I,49.0
497,41_c2_3_03/08/2020_23/08/2020,,41,Sevilla,c2,3/8/2020,23/08/2020,21,22/06/2020,3/8/2020,42,c1,c1,c1,c1,c1,c1,m3,m3,m3,m2,m2,m2,1,1,S,168.0
498,41_c3_6_24/08/2020_04/10/2020,,41,Sevilla,c3,24/08/2020,4/10/2020,42,13/07/2020,24/08/2020,42,c1,c1,c1,c2,c2,c2,m2,m2,m2,m2,m2,m2,1,2,I,189.0
499,41_c3_6_23/11/2020_03/01/2021,,41,Sevilla,c3,23/11/2020,3/1/2021,42,12/10/2020,23/11/2020,42,c4,c4,c4,c4,c4,c4,m3,m3,m3,m3,m3,m3,4,4,S,280.0
500,41_c3_13_08/02/2021_09/05/2021,,41,Sevilla,c3,8/2/2021,9/5/2021,91,28/12/2020,8/2/2021,42,c3,c4,c4,c4,c4,c4,m2,m2,m3,m3,m3,m3,4,4,S,357.0
501,41_c4_7_05/10/2020_22/11/2020,,41,Sevilla,c4,5/10/2020,22/11/2020,49,24/08/2020,5/10/2020,42,c3,c3,c3,c3,c3,c3,m2,m3,m3,m3,m3,m3,3,3,S,231.0
502,41_c4_5_04/01/2021_07/02/2021,,41,Sevilla,c4,4/1/2021,7/2/2021,35,23/11/2020,4/1/2021,42,c3,c3,c3,c3,c3,c3,m3,m3,m2,m3,m3,m2,3,3,S,322.0
504,42_c1_2_04/05/2020_17/05/2020,,42,Soria,c1,4/5/2020,17/05/2020,14,23/03/2020,4/5/2020,42,c4,c4,c3,c3,c2,c2,m1,m1,m1,m1,m1,m1,4,3,D,77.0
505,42_c1_4_15/06/2020_12/07/2020,,42,Soria,c1,15/06/2020,12/7/2020,28,4/5/2020,15/06/2020,42,c1,c1,c2,c2,c2,c2,m1,m1,m2,m3,m3,m3,1,2,I,119.0
507,42_c2_2_20/04/2020_03/05/2020,,42,Soria,c2,20/04/2020,3/5/2020,14,9/3/2020,20/04/2020,42,c3,c4,c4,c4,c3,c3,m4,m1,m1,m1,m1,m1,4,4,S,63.0
508,42_c2_4_18/05/2020_14/06/2020,,42,Soria,c2,18/05/2020,14/06/2020,28,6/4/2020,18/05/2020,42,c3,c3,c2,c2,c1,c1,m1,m1,m1,m1,m1,m1,3,2,D,91.0
509,42_c2_2_13/07/2020_26/07/2020,,42,Soria,c2,13/07/2020,26/07/2020,14,1/6/2020,13/07/2020,42,c2,c2,c1,c1,c1,c1,m3,m3,m3,m3,m4,m4,2,1,D,147.0
511,42_c3_2_06/04/2020_19/04/2020,,42,Soria,c3,6/4/2020,19/04/2020,14,24/02/2020,6/4/2020,42,c1,c2,c3,c4,c4,c4,m4,m4,m4,m1,m1,m1,2,4,I,49.0
512,42_c3_11_27/07/2020_11/10/2020,,42,Soria,c3,27/07/2020,11/10/2020,77,15/06/2020,27/07/2020,42,c1,c1,c1,c1,c2,c2,m3,m3,m4,m4,m4,m4,1,1,S,161.0
513,42_c3_6_23/11/2020_03/01/2021,,42,Soria,c3,23/11/2020,3/1/2021,42,12/10/2020,23/11/2020,42,c4,c4,c4,c4,c4,c4,m4,m4,m4,m3,m4,m4,4,4,S,280.0
514,42_c3_11_22/02/2021_09/05/2021,,42,Soria,c3,22/02/2021,9/5/2021,77,11/1/2021,22/02/2021,42,c4,c4,c4,c4,c4,c4,m2,m2,m3,m3,m3,m3,4,4,S,371.0
516,42_c4_6_12/10/2020_22/11/2020,,42,Soria,c4,12/10/2020,22/11/2020,42,31/08/2020,12/10/2020,42,c3,c3,c3,c3,c3,c3,m4,m4,m4,m4,m3,m4,3,3,S,238.0
